Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-28 05:00:00-05:00,7.14,,
2025-11-10 06:00:00-05:00,7.1,6.82,-3.94
2025-07-24 06:00:00-04:00,6.48,6.64,2.55
2025-04-29 08:00:00-04:00,7.34,7.22,-1.63
2025-01-29 06:00:00-05:00,6.75,6.85,1.45
2024-10-22 08:00:00-04:00,7.29,6.45,-11.49
2024-07-23 06:00:00-04:00,6.42,6.31,-1.62
2024-04-25 08:00:00-04:00,6.08,6.17,1.47
2024-01-29 06:00:00-05:00,6.11,5.92,-3.04
2023-10-17 06:00:00-04:00,5.9,5.85,-0.91
2023-07-26 04:00:00-04:00,5.54,5.66,2.1
2023-04-26 08:00:00-04:00,5.15,5.2,1.09
2023-01-27 05:00:00-05:00,4.5,4.32,-3.99
2022-10-20 06:00:00-04:00,4.42,4.07,-7.91
2022-07-27 05:00:00-04:00,3.92,3.88,-1.08
2022-04-26 08:00:00-04:00,3.99,3.99,0.01
2022-01-18 08:00:00-05:00,3.19,3.5,9.85
2021-10-26 07:00:00-04:00,2.99,2.07,-30.86
2021-07-20 05:00:00-04:00,2.32,1.39,-40.09
2021-04-27 07:00:00-04:00,2.2,1.88,-14.47
2021-01-20 05:00:00-05:00,2.54,1.73,-31.69
2020-10-21 04:00:00-04:00,2.03,1.6,-21.28
2020-07-21 02:00:00-04:00,2.3,1.44,-37.39
2020-05-19 07:00:00-04:00,1.31,1.48,12.67
2020-01-29 09:00:00-05:00,2.67,2.71,1.69
