Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-10 05:00:00-05:00,,,
2025-11-07 10:00:00-05:00,6.2,7.8,25.81
2025-08-07 05:00:00-04:00,5.7,5.79,1.58
2025-05-21 09:00:00-04:00,8.1,11.32,39.75
2025-02-10 08:00:00-05:00,7.93,8.62,8.66
2024-11-13 06:00:00-05:00,4.22,5.78,36.97
2024-08-12 04:00:00-04:00,4.58,3.27,-28.6
2024-05-27 09:00:00-04:00,3.33,3.81,14.2
2024-02-13 09:00:00-05:00,1.13,2.66,134.71
2023-11-09 03:00:00-05:00,1.7,1.12,-34.12
2023-08-11 09:00:00-04:00,2.17,1.9,-12.64
2023-05-24 11:00:00-04:00,2.2,2.84,29.09
2023-02-10 08:00:00-05:00,0.8,1.49,86.25
2022-11-09 02:00:00-05:00,0.8,0.93,16.25
2022-08-08 09:00:00-04:00,3.5,3.15,-10.0
2022-05-25 07:00:00-04:00,5.65,5.58,-1.24
2022-02-07 07:00:00-05:00,3.5,4.52,29.14
2021-11-12 09:00:00-05:00,3.3,4.07,23.33
2021-08-06 06:00:00-04:00,2.55,1.89,-25.88
2021-06-28 06:00:00-04:00,1.6,5.03,214.38
2021-02-12 04:00:00-05:00,1.1,1.29,17.27
2020-11-11 05:00:00-05:00,0.4,0.58,45.0
2020-09-04 07:00:00-04:00,,0.09,
2020-06-26 06:00:00-04:00,0.15,0.55,266.67
2020-02-10 05:00:00-05:00,0.1,-0.18,-280.0
