Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-11 05:00:00-05:00,13.57,,
2025-11-07 23:00:00-05:00,15.0,13.52,-9.87
2025-08-06 03:00:00-04:00,12.36,13.64,10.4
2025-05-21 09:00:00-04:00,14.06,15.48,10.1
2025-02-12 06:00:00-05:00,12.07,12.59,4.3
2024-11-08 04:00:00-05:00,13.41,13.24,-1.24
2024-08-06 05:00:00-04:00,11.0,11.27,2.45
2024-05-15 02:00:00-04:00,10.25,12.53,22.24
2024-02-08 05:00:00-05:00,10.95,10.23,-6.58
2023-11-08 09:00:00-05:00,9.9,11.66,17.78
2023-08-11 06:00:00-04:00,8.32,9.11,9.52
2023-05-27 08:00:00-04:00,9.52,10.58,11.18
2023-02-13 05:00:00-05:00,8.88,9.1,2.52
2022-11-10 03:00:00-05:00,6.4,9.09,42.0
2020-06-24 05:00:00-04:00,5.74,4.35,-24.13
2020-02-12 04:00:00-05:00,5.21,5.09,-2.3
2019-11-14 04:00:00-05:00,4.28,3.5,-18.13
2019-08-13 06:00:00-04:00,6.12,4.19,-31.5
2019-05-29 02:00:00-04:00,4.9,6.42,30.83
2019-02-11 04:00:00-05:00,4.59,6.29,36.93
2018-05-25 04:00:00-04:00,3.34,2.84,-14.87
2018-02-12 07:00:00-05:00,5.52,4.86,-12.03
2017-11-03 05:00:00-04:00,4.96,5.72,15.32
2017-08-10 09:00:00-04:00,5.52,4.33,-21.59
2017-05-29 07:00:00-04:00,5.21,-10.34,-298.47
