Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 05:00:00-05:00,82.96,,
2025-11-07 06:00:00-05:00,87.12,88.7,1.81
2025-08-06 02:00:00-04:00,70.68,75.0,6.12
2025-05-29 08:00:00-04:00,71.4,73.4,2.8
2025-01-28 07:00:00-05:00,75.4,75.5,0.14
2024-10-16 07:00:00-04:00,80.84,71.9,-11.06
2024-07-16 04:00:00-04:00,69.86,71.2,1.92
2024-04-18 07:00:00-04:00,66.19,68.5,3.49
2024-01-24 05:00:00-05:00,69.16,72.2,4.4
2023-10-18 07:00:00-04:00,63.29,64.9,2.55
2023-07-25 03:00:00-04:00,54.18,58.9,8.72
2023-04-25 07:00:00-04:00,49.41,50.7,2.62
2023-01-25 04:00:00-05:00,48.07,52.7,9.63
2022-10-14 06:00:00-04:00,48.2,53.5,11.0
2022-07-26 04:00:00-04:00,38.86,40.6,4.48
2022-04-27 07:00:00-04:00,37.67,42.36,12.45
2022-01-19 07:00:00-05:00,41.21,42.0,1.91
2021-10-27 08:00:00-04:00,41.86,44.1,5.36
2021-07-22 02:00:00-04:00,38.84,36.7,-5.5
2021-04-29 05:00:00-04:00,46.74,46.1,-1.38
2021-01-21 03:00:00-05:00,42.75,53.8,25.84
2020-10-22 03:00:00-04:00,40.83,39.3,-3.75
2020-07-22 02:00:00-04:00,20.26,18.3,-9.68
2020-05-20 10:00:00-04:00,37.25,45.3,21.6
2020-01-30 03:00:00-05:00,46.46,45.7,-1.64
