Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-13 05:00:00-05:00,,,
2025-08-14 07:00:00-04:00,12.9,7.29,-43.52
2025-05-23 10:00:00-04:00,12.1,7.21,-40.39
2025-02-14 07:00:00-05:00,14.05,20.73,47.54
2024-11-14 08:00:00-05:00,14.7,12.55,-14.63
2024-08-14 08:00:00-04:00,11.3,12.06,6.73
2024-05-24 10:00:00-04:00,5.5,-28.2,-612.76
2023-08-11 08:00:00-04:00,10.74,6.27,-41.65
2023-05-19 09:00:00-04:00,10.77,8.1,-24.73
2023-02-10 09:00:00-05:00,9.96,8.92,-10.41
2022-11-11 08:00:00-05:00,8.76,9.23,5.37
2022-08-10 09:00:00-04:00,7.32,6.82,-6.78
2022-05-27 13:00:00-04:00,8.62,7.98,-7.41
2022-02-11 12:00:00-05:00,10.3,12.28,19.21
2021-11-12 11:00:00-05:00,9.45,9.13,-3.39
2021-08-13 12:00:00-04:00,9.82,10.86,10.65
2021-05-28 13:00:00-04:00,7.5,8.29,10.56
2021-02-12 11:00:00-05:00,8.39,8.46,0.83
2020-11-06 10:00:00-05:00,8.07,8.37,3.66
2020-08-14 13:00:00-04:00,5.03,8.3,64.92
2020-06-26 12:00:00-04:00,5.87,7.0,19.21
2020-02-14 09:00:00-05:00,6.36,6.76,6.25
2019-11-14 08:00:00-05:00,5.78,9.06,56.79
2019-08-13 09:00:00-04:00,6.43,3.87,-39.77
2019-05-29 12:00:00-04:00,8.56,5.54,-35.32
