Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 05:00:00-05:00,5.01,,
2025-10-30 03:00:00-04:00,5.19,5.57,7.32
2025-07-19 04:00:00-04:00,5.8,5.39,-7.07
2025-05-08 11:00:00-04:00,5.6,6.53,16.61
2025-01-27 09:00:00-05:00,4.97,6.03,21.41
2024-10-21 10:00:00-04:00,4.8,6.18,28.75
2024-07-19 10:00:00-04:00,4.7,4.82,2.55
2024-05-10 10:00:00-04:00,5.15,4.42,-14.17
2024-01-20 03:00:00-05:00,4.6,4.84,5.22
2023-10-27 09:00:00-04:00,4.45,5.06,13.71
2023-07-20 10:00:00-04:00,3.4,4.74,39.41
2023-05-06 04:00:00-04:00,3.15,4.07,29.21
2023-01-20 02:00:00-05:00,3.1,3.28,5.81
2022-10-20 04:00:00-04:00,2.55,2.7,5.88
2022-07-26 03:00:00-04:00,1.0,2.28,128.0
2022-05-13 03:00:00-04:00,2.15,2.11,-1.86
2022-02-07 03:00:00-05:00,1.3,1.59,22.31
2021-11-02 04:00:00-04:00,1.6,2.23,39.38
2021-07-29 05:00:00-04:00,0.6,1.79,198.33
2021-01-29 04:00:00-05:00,0.2,1.13,465.0
2020-11-06 07:00:00-05:00,0.1,0.81,710.0
2020-08-21 08:00:00-04:00,-6.2,0.52,108.39
2020-06-23 10:00:00-04:00,1.4,-1.85,-231.98
2020-02-10 05:00:00-05:00,0.3,2.46,720.0
2019-11-14 06:00:00-05:00,1.2,-6.77,-664.17
