Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-03-05 08:00:00-05:00,1.54,,
2025-12-03 06:00:00-05:00,-0.13,0.09,168.18
2025-09-03 06:00:00-04:00,0.19,0.31,66.17
2025-05-28 06:00:00-04:00,0.15,0.16,6.57
2025-03-06 06:00:00-05:00,1.54,1.8,16.68
2024-12-11 06:00:00-05:00,0.03,0.04,58.92
2024-08-21 06:00:00-04:00,0.29,0.53,80.0
2024-05-21 06:00:00-04:00,0.17,0.27,60.23
2024-02-27 06:00:00-05:00,1.99,2.45,23.28
2023-11-16 06:00:00-05:00,0.01,0.21,3483.62
2023-08-22 07:00:00-04:00,0.14,0.26,90.04
2023-06-01 06:00:00-04:00,0.46,0.56,22.94
2023-03-02 06:00:00-05:00,1.59,1.88,17.98
2022-11-17 06:00:00-05:00,0.19,0.52,174.81
2022-08-23 06:00:00-04:00,0.88,1.0,13.62
2022-05-26 06:00:00-04:00,0.82,1.08,31.54
2022-02-22 06:00:00-05:00,1.99,2.45,22.87
2021-11-18 06:00:00-05:00,0.33,1.23,275.46
2021-08-19 06:00:00-04:00,0.18,1.29,605.61
2021-05-18 06:00:00-04:00,-0.39,0.39,200.69
2021-02-23 06:00:00-05:00,0.11,0.8,612.31
2020-11-19 06:00:00-05:00,-0.78,-0.19,75.77
2020-09-01 20:00:00-04:00,-1.74,-0.81,53.36
2020-06-09 06:00:00-04:00,-2.15,-2.03,5.43
2020-02-25 06:00:00-05:00,1.96,2.12,8.03
