Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-28 05:00:00-05:00,0.35,,
2025-11-03 19:00:00-05:00,0.25,0.93,272.0
2025-08-13 01:00:00-04:00,0.27,0.24,-11.11
2025-05-29 06:00:00-04:00,0.29,0.86,196.55
2025-01-28 06:00:00-05:00,0.2,0.28,40.0
2024-10-28 07:00:00-04:00,0.21,0.15,-28.57
2024-07-22 11:00:00-04:00,0.23,0.22,-4.35
2024-05-24 05:00:00-04:00,0.24,0.19,-20.83
2023-11-02 05:00:00-04:00,0.1,0.08,-20.0
2017-11-10 07:00:00-05:00,-0.2,-0.47,-132.6
2017-08-11 08:00:00-04:00,-0.5,0.1,120.0
2017-05-19 07:00:00-04:00,1.34,1.0,-25.37
2017-02-10 07:00:00-05:00,0.01,0.5,4900.0
2016-11-11 13:00:00-05:00,-0.2,0.44,320.0
2016-09-13 14:00:00-04:00,-0.1,-0.52,-420.0
2016-01-29 13:00:00-05:00,0.1,-0.23,-330.0
2015-10-30 14:00:00-04:00,-0.4,-0.37,7.5
2012-08-13 11:00:00-04:00,-0.61,-4.78,-683.61
2012-05-25 19:00:00-04:00,0.25,-1.69,-776.0
2012-02-13 03:00:00-05:00,1.41,-3.15,-323.5
2011-05-14 07:00:00-04:00,10.16,2.16,-78.73
2011-02-05 15:00:00-05:00,-0.16,-1.44,-826.58
2008-05-20 01:00:00-04:00,3.1,3.53,13.87
2008-01-28 23:00:00-05:00,1.72,1.01,-41.28
2007-10-23 01:00:00-04:00,1.85,2.67,44.54
