Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-29 05:00:00-05:00,6.0,,
2025-10-30 08:00:00-04:00,5.23,6.8,29.9
2025-08-13 09:00:00-04:00,4.1,3.66,-10.68
2025-05-20 09:00:00-04:00,4.1,6.2,51.22
2025-01-23 09:00:00-05:00,5.73,7.18,25.42
2024-10-23 08:00:00-04:00,4.77,4.61,-3.29
2024-07-23 10:00:00-04:00,3.65,4.11,12.6
2024-05-24 08:00:00-04:00,3.2,3.74,16.81
2024-01-23 06:00:00-05:00,4.0,4.93,23.25
2023-11-08 07:00:00-05:00,4.52,4.45,-1.53
2023-07-20 06:00:00-04:00,8.1,6.89,-14.94
2023-05-18 08:00:00-04:00,2.3,2.93,27.43
2023-01-24 08:00:00-05:00,3.65,3.03,-16.96
2022-10-21 08:00:00-04:00,7.8,3.94,-49.51
2022-07-26 09:00:00-04:00,2.45,4.19,71.14
2022-05-27 08:00:00-04:00,3.05,1.7,-44.26
2022-01-25 06:00:00-05:00,4.4,4.22,-4.09
2021-10-27 05:00:00-04:00,2.95,3.76,27.29
2021-07-23 08:00:00-04:00,0.73,0.73,0.14
2021-05-21 07:00:00-04:00,6.33,2.3,-63.69
2021-01-27 08:00:00-05:00,3.58,3.16,-11.65
2020-11-04 05:00:00-05:00,2.23,1.76,-21.2
2020-07-27 08:00:00-04:00,-2.44,-2.96,-21.26
2020-05-27 08:00:00-04:00,1.97,0.33,-83.39
2020-01-27 08:00:00-05:00,3.4,3.56,4.6
