Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-29 05:00:00-05:00,4.29,,
2025-10-30 07:00:00-04:00,4.14,4.08,-1.52
2025-08-01 07:00:00-04:00,4.0,4.18,4.5
2025-05-22 07:00:00-04:00,3.9,4.02,3.03
2025-02-06 08:00:00-05:00,4.1,4.5,9.76
2024-10-24 09:00:00-04:00,17.0,3.99,-76.53
2024-08-01 06:00:00-04:00,4.24,4.07,-3.97
2024-05-23 04:00:00-04:00,4.0,4.1,2.53
2024-01-29 08:00:00-05:00,4.03,4.45,10.4
2023-10-19 10:00:00-04:00,3.97,3.95,-0.4
2023-08-14 07:00:00-04:00,3.68,4.1,11.41
2023-05-18 05:00:00-04:00,3.88,4.12,6.17
2023-02-03 06:00:00-05:00,3.71,4.03,8.63
2022-10-20 10:00:00-04:00,3.14,3.72,18.47
2022-08-01 07:00:00-04:00,3.23,3.56,10.22
2022-05-18 08:00:00-04:00,3.74,3.4,-9.09
2022-02-03 09:00:00-05:00,3.15,3.37,6.98
2021-10-27 10:00:00-04:00,3.12,3.02,-3.21
2021-07-24 10:00:00-04:00,2.67,2.45,-8.3
2021-06-01 09:00:00-04:00,2.98,3.05,2.35
2021-02-11 09:00:00-05:00,2.94,2.98,1.29
2020-11-06 10:00:00-05:00,2.53,2.62,3.66
2020-07-24 09:00:00-04:00,2.02,1.91,-5.55
2020-06-26 09:00:00-04:00,3.02,3.09,2.25
2020-01-31 09:00:00-05:00,3.12,3.45,10.38
