Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-05 05:00:00-05:00,17.26,,
2025-11-06 06:00:00-05:00,12.98,15.97,23.04
2025-08-07 07:00:00-04:00,18.51,17.32,-6.43
2025-05-27 08:00:00-04:00,17.63,30.1,70.73
2025-02-07 06:00:00-05:00,15.23,17.4,14.25
2024-11-08 05:00:00-05:00,13.27,12.22,-7.91
2024-08-08 08:00:00-04:00,16.0,16.67,4.19
2024-05-27 09:00:00-04:00,9.35,21.79,133.05
2023-11-10 06:00:00-05:00,11.98,12.7,6.01
2023-08-10 08:00:00-04:00,12.0,15.23,26.92
2023-05-24 10:00:00-04:00,1.39,20.86,1400.72
2023-02-09 08:00:00-05:00,9.25,10.04,8.54
2022-11-11 08:00:00-05:00,1.91,25.07,1212.57
2022-08-12 08:00:00-04:00,2.51,0.95,-62.15
