Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-29 05:00:00-05:00,4.12,,
2025-11-03 02:00:00-05:00,3.96,4.09,3.25
2025-07-23 07:00:00-04:00,3.73,3.37,-9.6
2025-04-23 06:00:00-04:00,3.11,3.14,0.8
2025-01-30 06:00:00-05:00,3.64,2.82,-22.44
2024-10-18 07:00:00-04:00,3.2,3.78,18.13
2024-07-30 07:00:00-04:00,3.7,3.18,-14.26
2024-04-23 06:00:00-04:00,3.66,4.34,18.68
2024-02-07 05:00:00-05:00,3.72,3.74,0.42
2023-10-31 08:00:00-04:00,3.6,3.76,4.2
2023-07-26 06:00:00-04:00,3.52,3.45,-1.97
2023-04-25 06:00:00-04:00,3.2,2.94,-8.1
2023-02-02 06:00:00-05:00,2.99,3.14,5.11
2022-10-20 06:00:00-04:00,2.8,4.45,58.86
2022-08-10 07:00:00-04:00,2.9,2.96,2.12
2022-05-04 08:00:00-04:00,2.8,2.51,-10.28
2022-02-02 05:00:00-05:00,3.3,2.99,-9.51
2021-10-22 08:00:00-04:00,2.98,3.04,2.29
2021-08-03 08:00:00-04:00,2.42,2.04,-15.86
2021-05-06 06:00:00-04:00,1.75,1.04,-40.37
2021-02-02 06:00:00-05:00,2.9,2.42,-16.41
2020-11-06 06:00:00-05:00,2.27,2.98,31.43
2020-08-04 08:00:00-04:00,2.1,3.02,43.6
2020-05-14 08:00:00-04:00,1.59,2.04,28.5
2020-02-04 06:00:00-05:00,2.28,1.92,-15.69
