Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2025-11-07 05:00:00-05:00,2.5,2.52,0.8
2025-08-07 06:00:00-04:00,2.3,2.56,11.3
2025-05-07 20:00:00-04:00,1.7,1.82,7.06
2025-01-30 07:00:00-05:00,2.3,2.12,-7.83
2022-11-10 02:00:00-05:00,1.08,1.03,-4.63
