Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-30 05:00:00-05:00,4.14,,
2025-10-30 09:00:00-04:00,4.5,4.07,-9.54
2025-08-04 07:00:00-04:00,3.97,3.08,-22.42
2025-05-19 11:00:00-04:00,2.69,5.18,92.9
2025-01-24 07:00:00-05:00,3.5,4.28,22.29
2024-10-25 08:00:00-04:00,3.23,5.58,72.76
2024-07-25 09:00:00-04:00,3.12,2.61,-16.35
2024-05-13 09:00:00-04:00,2.6,3.72,43.08
2024-01-24 05:00:00-05:00,2.5,2.65,6.0
2023-10-30 06:00:00-04:00,2.0,2.52,26.0
2023-07-21 06:00:00-04:00,2.2,2.13,-3.18
2023-05-12 06:00:00-04:00,2.33,2.3,-1.29
2023-01-25 06:00:00-05:00,1.94,2.1,8.22
2022-10-21 08:00:00-04:00,2.07,1.93,-6.77
2022-07-29 06:00:00-04:00,2.1,1.9,-9.52
2022-05-17 08:00:00-04:00,2.54,1.64,-35.49
2022-01-31 08:00:00-05:00,2.1,2.22,5.65
2021-10-28 07:00:00-04:00,1.72,1.53,-11.05
2021-07-26 06:00:00-04:00,0.89,1.36,53.1
2021-06-11 07:00:00-04:00,2.05,1.94,-5.25
2021-01-29 07:00:00-05:00,3.22,1.82,-43.53
2020-10-30 08:00:00-04:00,0.04,1.15,2888.54
2020-08-05 08:00:00-04:00,-0.4,-0.29,27.5
2020-06-04 09:00:00-04:00,2.36,-6.17,-361.24
2020-02-05 12:00:00-05:00,2.6,1.1,-57.88
