Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 05:00:00-05:00,0.82,,
2025-10-29 02:00:00-04:00,2.04,2.19,7.47
2025-07-29 02:00:00-04:00,3.0,3.89,29.64
2025-04-30 02:00:00-04:00,2.16,2.15,-0.62
2025-02-10 01:00:00-05:00,0.45,0.56,25.37
2024-10-22 02:00:00-04:00,1.69,1.91,12.8
2024-07-30 02:00:00-04:00,3.31,3.85,16.54
2024-05-13 02:00:00-04:00,1.93,1.65,-14.45
2024-02-05 01:00:00-05:00,0.47,0.41,-12.32
2023-11-06 01:00:00-05:00,2.06,1.54,-25.24
2023-08-03 02:00:00-04:00,3.25,3.06,-5.71
2023-05-02 02:00:00-04:00,1.19,1.32,10.92
2023-02-06 01:00:00-05:00,0.15,0.23,53.33
2022-11-01 02:00:00-04:00,0.79,1.17,48.61
2022-08-01 02:00:00-04:00,2.17,2.42,11.71
2022-04-28 02:00:00-04:00,0.55,0.78,41.44
2022-02-03 01:00:00-05:00,0.08,0.05,-36.66
2021-10-29 02:00:00-04:00,0.87,0.74,-14.61
2021-08-02 02:00:00-04:00,0.93,0.95,1.71
2021-05-03 02:00:00-04:00,0.36,0.4,10.62
2021-02-16 01:00:00-05:00,-0.13,-0.06,54.67
2020-11-03 01:00:00-05:00,0.39,0.47,20.45
2020-08-04 02:00:00-04:00,0.3,0.43,43.53
2020-05-05 02:00:00-04:00,0.14,0.37,162.5
2020-02-07 01:00:00-05:00,0.06,-0.18,-380.81
