Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-29 05:00:00-05:00,3.8,,
2025-10-31 05:00:00-04:00,3.06,3.37,10.23
2025-07-28 08:00:00-04:00,4.01,3.79,-5.37
2025-05-13 04:00:00-04:00,3.31,3.12,-5.8
2025-01-30 03:00:00-05:00,3.99,3.03,-24.03
2024-11-05 07:00:00-05:00,4.14,4.06,-1.93
2024-07-30 08:00:00-04:00,3.51,4.14,17.95
2024-05-16 05:00:00-04:00,4.22,3.31,-21.47
2024-01-29 04:00:00-05:00,3.37,4.32,28.11
2023-10-31 04:00:00-04:00,2.96,3.66,23.75
2023-07-31 05:00:00-04:00,3.92,2.15,-45.15
2023-05-18 04:00:00-04:00,2.87,0.92,-67.94
2023-01-30 06:00:00-05:00,1.79,0.37,-79.35
2022-11-04 04:00:00-04:00,3.96,2.34,-40.96
2022-08-04 03:00:00-04:00,2.92,4.38,49.83
2022-05-27 04:00:00-04:00,4.13,4.03,-2.61
2022-02-03 03:00:00-05:00,4.14,4.93,19.23
2021-10-29 04:00:00-04:00,3.23,4.3,33.19
2021-08-05 05:00:00-04:00,2.49,2.3,-7.58
2021-06-09 04:00:00-04:00,2.16,3.68,70.69
2021-02-10 03:00:00-05:00,1.76,2.79,58.14
2020-11-10 04:00:00-05:00,1.47,1.83,24.89
2020-08-13 04:00:00-04:00,1.49,0.38,-74.44
2020-06-24 04:00:00-04:00,1.92,4.61,140.72
2020-02-10 04:00:00-05:00,1.87,1.85,-1.19
