Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-22 05:00:00-05:00,66.82,,
2025-10-18 04:00:00-04:00,47.71,41.84,-12.3
2025-07-21 04:00:00-04:00,78.9,75.81,-3.92
2025-04-28 05:00:00-04:00,86.59,91.11,5.22
2025-01-23 03:00:00-05:00,43.11,50.94,18.16
2024-10-21 04:00:00-04:00,33.3,28.43,-14.62
2024-07-19 06:00:00-04:00,62.0,58.34,-5.91
2024-04-29 05:00:00-04:00,65.48,80.03,22.23
2024-01-19 02:00:00-05:00,66.71,58.82,-11.82
2023-10-19 04:00:00-04:00,45.47,44.43,-2.29
2023-07-21 04:00:00-04:00,59.97,59.13,-1.4
2023-04-28 06:00:00-04:00,56.92,57.75,1.46
2023-01-21 02:00:00-05:00,37.27,36.68,-1.58
2022-10-19 04:00:00-04:00,32.58,26.2,-19.59
2022-07-22 04:00:00-04:00,44.44,54.91,23.55
2022-04-29 04:00:00-04:00,42.1,51.22,21.65
2022-01-17 03:00:00-05:00,44.25,59.19,33.77
2021-10-18 04:00:00-04:00,50.74,45.52,-10.28
2021-07-22 04:00:00-04:00,49.72,59.0,18.67
2021-05-07 10:00:00-04:00,60.25,62.41,3.58
2021-01-23 02:00:00-05:00,44.61,54.92,23.1
2020-10-21 04:00:00-04:00,29.0,38.25,31.89
2020-07-28 04:00:00-04:00,21.13,31.4,48.62
2020-05-20 05:00:00-04:00,28.55,100.74,252.89
2020-01-24 04:00:00-05:00,27.34,24.68,-9.74
