Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-03 05:00:00-05:00,3.83,,
2025-11-04 04:00:00-05:00,5.34,3.69,-30.89
2025-07-31 05:00:00-04:00,14.34,6.02,-58.02
2025-05-01 06:00:00-04:00,16.6,32.98,98.67
2025-01-30 03:00:00-05:00,13.18,0.04,-99.7
2024-10-29 05:00:00-04:00,17.49,14.87,-15.0
2024-08-01 05:00:00-04:00,9.7,12.3,26.8
2024-05-02 05:00:00-04:00,8.11,5.33,-34.31
2024-02-01 03:00:00-05:00,3.07,16.57,439.74
2020-05-06 04:00:00-04:00,3.66,0.56,-84.7
2019-11-12 05:00:00-05:00,2.67,0.45,-83.15
2015-05-13 10:00:00-04:00,19.97,6.21,-68.93
2015-01-30 09:00:00-05:00,4.18,4.04,-3.35
2014-11-12 08:00:00-05:00,5.86,1.91,-67.41
2014-08-09 10:00:00-04:00,5.03,5.98,18.96
2014-05-17 01:00:00-04:00,1.21,25.89,2032.64
2014-01-31 04:00:00-05:00,1.61,0.62,-61.57
2013-10-31 05:00:00-04:00,3.85,-3.79,-198.53
2013-08-08 09:00:00-04:00,4.66,-2.53,-154.35
2013-05-20 01:00:00-04:00,4.28,1.65,-61.53
2013-02-01 08:00:00-05:00,1.41,0.27,-80.85
2012-08-09 03:00:00-04:00,4.0,0.95,-76.25
2012-05-21 03:00:00-04:00,8.57,2.81,-67.21
2012-02-09 03:00:00-05:00,6.12,3.7,-39.5
2011-11-14 10:00:00-05:00,5.0,5.03,0.6
