Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-30 05:00:00-05:00,,,
2025-11-06 03:00:00-05:00,7.05,8.09,14.75
2025-08-01 05:00:00-04:00,-4.2,-1.79,57.32
2025-05-12 03:00:00-04:00,14.98,11.14,-25.61
2025-01-31 04:00:00-05:00,1.3,10.59,714.64
2024-11-11 04:00:00-05:00,0.45,-5.79,-1387.44
2024-08-02 05:00:00-04:00,-6.0,-5.37,10.44
2024-05-13 04:00:00-04:00,-3.84,-0.84,77.99
2024-02-02 06:00:00-05:00,-4.6,-16.88,-266.93
2023-10-30 05:00:00-04:00,4.9,-1.66,-133.86
2023-07-31 05:00:00-04:00,4.55,1.67,-63.2
2023-05-08 04:00:00-04:00,21.47,11.01,-48.7
2023-01-31 04:00:00-05:00,14.43,13.75,-4.71
2022-11-01 05:00:00-04:00,10.03,11.29,12.66
2022-08-01 05:00:00-04:00,6.1,11.66,91.21
2022-05-09 02:00:00-04:00,16.4,19.95,21.63
2022-01-31 00:00:00-05:00,11.9,12.03,1.08
2021-10-29 06:00:00-04:00,8.67,8.69,0.22
2021-07-30 06:00:00-04:00,8.48,8.83,4.11
2021-05-12 06:00:00-04:00,12.53,14.74,17.69
2021-01-29 05:00:00-05:00,11.4,9.47,-16.97
2020-10-30 06:00:00-04:00,6.93,8.36,20.62
2020-07-30 20:00:00-04:00,4.28,7.47,74.7
2020-05-22 07:00:00-04:00,13.2,9.83,-25.51
2020-02-07 06:00:00-05:00,8.85,10.0,12.96
