Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-29 05:00:00-05:00,6.58,,
2025-10-30 09:00:00-04:00,4.8,4.8,
2025-07-29 10:00:00-04:00,4.2,4.92,17.14
2025-05-24 07:00:00-04:00,7.13,7.85,10.15
2025-01-25 07:00:00-05:00,5.39,5.22,-3.08
2024-10-24 11:00:00-04:00,5.19,5.44,4.82
2024-07-27 06:00:00-04:00,5.61,6.25,11.36
2024-05-24 10:00:00-04:00,5.27,6.58,24.76
2024-01-29 10:00:00-05:00,5.0,3.84,-23.27
2023-10-28 07:00:00-04:00,4.57,4.76,4.27
2023-07-29 08:00:00-04:00,4.36,5.03,15.37
2023-05-19 09:00:00-04:00,5.23,5.85,11.8
2023-01-28 04:00:00-05:00,3.54,6.4,80.79
2022-10-29 05:00:00-04:00,4.94,2.6,-47.37
2022-07-29 05:00:00-04:00,4.02,3.79,-5.72
2022-05-20 06:00:00-04:00,4.59,5.8,26.36
2022-01-29 06:00:00-05:00,3.44,4.26,23.84
2021-10-28 08:00:00-04:00,4.02,3.31,-17.65
2021-07-31 05:00:00-04:00,3.63,3.24,-10.85
2021-06-19 07:00:00-04:00,3.48,4.62,32.9
2021-02-04 03:00:00-05:00,3.57,3.35,-6.05
2020-11-02 05:00:00-05:00,2.74,4.03,46.97
2020-08-14 05:00:00-04:00,2.2,2.01,-8.92
2020-06-27 07:00:00-04:00,3.59,1.27,-64.62
2020-02-07 05:00:00-05:00,3.07,3.03,-1.16
