Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-05 05:00:00-05:00,18.3,,
2025-11-04 02:00:00-05:00,19.29,22.0,14.05
2025-08-08 03:00:00-04:00,18.97,21.47,13.2
2025-05-03 04:00:00-04:00,20.01,20.89,4.39
2025-02-06 03:00:00-05:00,17.76,18.93,6.6
2024-11-08 03:00:00-05:00,17.08,20.54,20.24
2024-08-03 04:00:00-04:00,19.14,19.09,-0.24
2024-05-09 04:00:00-04:00,15.72,23.19,47.57
2024-02-03 03:00:00-05:00,15.78,16.08,1.94
2023-11-04 04:00:00-04:00,15.94,16.06,0.75
2023-08-04 03:00:00-04:00,18.03,18.92,4.95
2023-05-18 04:00:00-04:00,16.25,18.71,15.11
2023-02-03 05:00:00-05:00,14.33,15.92,11.08
2022-11-05 04:00:00-04:00,11.92,14.86,24.64
2022-08-06 03:00:00-04:00,8.72,6.8,-22.04
2022-05-13 03:00:00-04:00,11.52,10.21,-11.37
2022-02-05 03:00:00-05:00,9.55,9.45,-1.05
2021-11-03 04:00:00-04:00,8.59,8.55,-0.47
2021-08-04 04:00:00-04:00,6.83,7.29,6.79
2021-05-21 04:00:00-04:00,8.31,7.23,-12.94
2021-02-04 03:00:00-05:00,3.38,5.82,72.19
2020-11-04 03:00:00-05:00,4.96,5.13,3.53
2020-07-31 04:00:00-04:00,6.46,3.39,-47.53
2020-06-05 05:00:00-04:00,9.77,1.81,-81.5
2020-01-31 03:00:00-05:00,6.26,6.26,0.03
