Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-12 05:00:00-05:00,0.85,,
2025-11-13 04:00:00-05:00,0.75,0.8,7.39
2025-08-13 03:00:00-04:00,0.97,0.48,-50.34
2025-05-29 04:00:00-04:00,1.1,0.99,-9.7
2025-02-14 04:00:00-05:00,0.85,0.83,-1.96
2024-11-12 04:00:00-05:00,0.85,0.86,0.78
2024-08-13 05:00:00-04:00,0.91,0.98,7.69
2024-05-29 05:00:00-04:00,0.74,1.35,83.17
2024-02-12 04:00:00-05:00,0.77,0.53,-30.47
2023-11-09 03:00:00-05:00,0.76,0.34,-55.38
2023-08-10 04:00:00-04:00,0.57,0.59,4.7
2023-05-26 03:00:00-04:00,0.42,0.65,53.17
2023-02-08 08:00:00-05:00,0.45,0.45,0.15
2022-11-10 04:00:00-05:00,0.48,0.3,-36.18
2022-08-08 08:00:00-04:00,0.47,0.14,-70.67
2022-05-26 08:00:00-04:00,0.28,0.12,-57.37
2022-02-11 01:00:00-05:00,0.41,0.13,-67.76
2021-11-12 01:00:00-05:00,0.18,0.12,-34.66
2021-08-10 03:00:00-04:00,0.55,0.3,-45.69
2021-06-02 03:00:00-04:00,0.65,0.77,18.01
2021-02-12 01:00:00-05:00,0.13,0.16,16.67
2020-11-10 02:00:00-05:00,0.31,0.12,-62.8
2020-08-11 03:00:00-04:00,-1.11,-1.14,-2.53
2020-06-02 03:00:00-04:00,0.22,0.26,15.36
2020-02-10 01:00:00-05:00,0.22,0.24,6.0
