Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-29 05:00:00-05:00,3.88,,
2025-10-18 04:00:00-04:00,3.69,4.27,15.63
2025-07-30 04:00:00-04:00,3.73,1.46,-60.82
2025-05-06 20:00:00-04:00,3.82,3.97,4.02
2025-01-31 02:00:00-05:00,3.46,3.92,13.46
2024-10-28 04:00:00-04:00,3.18,3.9,22.51
2024-07-27 06:00:00-04:00,2.94,2.95,0.23
2024-05-09 04:00:00-04:00,3.11,2.73,-12.31
2024-01-25 03:00:00-05:00,2.15,2.02,-6.05
2023-10-26 04:00:00-04:00,1.7,1.59,-6.65
2023-07-26 04:00:00-04:00,2.26,1.14,-49.56
2023-05-19 05:00:00-04:00,1.19,1.05,-11.52
2023-01-30 04:00:00-05:00,1.28,0.57,-55.47
2022-11-01 04:00:00-04:00,1.26,0.37,-70.71
2022-07-28 10:00:00-04:00,0.72,0.28,-61.29
2022-05-11 10:00:00-04:00,1.02,0.18,-82.41
2022-01-28 07:00:00-05:00,0.99,1.02,3.55
2021-10-27 10:00:00-04:00,1.04,1.0,-3.61
2021-08-02 07:00:00-04:00,1.1,0.95,-13.37
2021-06-04 10:00:00-04:00,-0.77,0.56,173.04
2021-02-05 08:00:00-05:00,-0.05,0.53,1160.0
2020-11-02 07:00:00-05:00,0.04,0.66,1699.84
2020-08-21 12:00:00-04:00,-0.61,0.33,153.66
2020-06-19 13:00:00-04:00,-9.98,-1.03,89.68
2020-02-04 03:00:00-05:00,1.27,-0.83,-165.1
