Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-20 05:00:00-05:00,3.36,,
2025-11-04 11:00:00-05:00,1.5,0.32,-78.67
2025-07-22 06:00:00-04:00,0.28,2.14,664.11
2025-05-05 20:00:00-04:00,0.61,-0.28,-145.49
2025-01-20 00:00:00-05:00,-5.13,-3.27,36.21
2024-10-22 01:00:00-04:00,-0.03,-6.36,-21083.67
2024-07-19 01:00:00-04:00,-14.99,-13.0,13.29
2024-05-21 23:00:00-04:00,-7.93,-9.0,-13.47
2024-01-19 06:00:00-05:00,-3.89,-3.0,22.89
2023-10-20 08:00:00-04:00,-4.36,-4.9,-12.3
2023-07-21 12:00:00-04:00,-6.22,-6.0,3.61
2023-05-05 11:00:00-04:00,-4.44,-3.0,32.51
2023-02-03 11:00:00-05:00,-7.52,-6.0,20.27
2022-11-07 10:00:00-05:00,-9.03,-9.0,0.33
2022-08-05 11:00:00-04:00,-10.33,-10.0,3.19
2022-05-20 12:00:00-04:00,-11.6,-12.0,-3.4
2022-02-04 12:00:00-05:00,-9.51,-12.0,-26.18
