Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-10 05:00:00-05:00,22.83,,
2025-11-05 03:00:00-05:00,12.5,11.84,-5.28
2025-08-08 04:00:00-04:00,-4.7,-1.74,62.98
2025-05-22 10:00:00-04:00,31.98,22.93,-28.29
2025-02-10 09:00:00-05:00,-1.4,-2.53,-80.71
2024-11-14 09:00:00-05:00,22.54,6.54,-70.99
2024-08-09 05:00:00-04:00,3.5,-0.79,-122.57
2024-05-22 12:00:00-04:00,31.63,26.6,-15.91
2024-02-08 09:00:00-05:00,26.14,23.05,-11.82
2023-11-13 09:00:00-05:00,26.31,17.71,-32.69
2023-08-10 04:00:00-04:00,0.7,5.41,672.86
2023-05-26 04:00:00-04:00,43.75,20.83,-52.39
2023-02-14 04:00:00-05:00,31.89,38.27,20.01
2022-11-14 03:00:00-05:00,31.41,16.21,-48.4
2022-08-12 04:00:00-04:00,9.3,12.29,32.15
2022-05-24 06:00:00-04:00,8.0,16.24,103.0
2022-02-14 03:00:00-05:00,8.5,7.44,-12.47
2021-11-12 08:00:00-05:00,15.1,14.4,-4.64
2021-08-13 04:00:00-04:00,5.3,7.0,32.08
2021-05-24 06:00:00-04:00,6.3,7.32,16.14
2021-02-12 03:00:00-05:00,4.2,5.06,20.48
2020-11-12 06:00:00-05:00,-1.0,5.48,648.0
2020-08-13 05:00:00-04:00,-1.4,-3.5,-150.06
2020-06-13 07:00:00-04:00,1.9,5.38,183.04
2020-02-10 06:00:00-05:00,3.8,2.87,-24.55
