Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-20 05:00:00-05:00,28.72,,
2025-10-13 20:00:00-04:00,28.74,30.15,4.91
2025-07-23 06:00:00-04:00,26.91,27.21,1.13
2025-04-23 19:00:00-04:00,25.15,25.39,0.95
2025-01-22 10:00:00-05:00,22.85,23.93,4.72
2024-10-22 06:00:00-04:00,19.96,20.98,5.11
2024-07-18 08:00:00-04:00,19.81,19.89,0.43
2024-04-21 10:00:00-04:00,21.04,20.48,-2.68
2024-01-20 05:00:00-05:00,18.01,18.6,3.28
2023-10-18 09:00:00-04:00,16.85,17.11,1.52
2023-07-20 06:00:00-04:00,17.9,14.88,-16.9
2023-04-25 13:00:00-04:00,17.54,16.45,-6.18
2023-01-18 08:00:00-05:00,15.96,17.0,6.49
2022-10-19 06:00:00-04:00,14.06,14.4,2.39
2022-07-21 14:00:00-04:00,13.5,13.85,2.52
2022-04-27 07:00:00-04:00,11.98,13.15,9.77
2022-01-20 09:00:00-05:00,11.05,11.54,4.43
2021-10-26 09:00:00-04:00,10.07,10.58,5.01
2021-07-22 10:00:00-04:00,9.27,9.9,6.73
2021-04-29 09:00:00-04:00,8.1,9.02,11.3
2021-01-28 12:00:00-05:00,7.46,7.91,5.97
2020-10-23 15:00:00-04:00,6.21,6.67,7.33
2020-07-25 13:00:00-04:00,4.61,5.89,27.69
2020-05-05 13:00:00-04:00,5.33,5.49,2.92
2020-01-30 11:00:00-05:00,5.86,5.75,-1.85
