Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-29 05:00:00-05:00,5.04,,
2025-10-18 05:00:00-04:00,5.62,-5.71,-201.6
2025-07-28 07:00:00-04:00,7.65,7.75,1.31
2025-05-21 09:00:00-04:00,-0.46,-28.71,-6186.82
2025-01-31 05:00:00-05:00,20.4,18.0,-11.76
2024-10-24 06:00:00-04:00,28.48,17.0,-40.3
2024-07-26 06:00:00-04:00,30.51,27.61,-9.52
2024-04-25 06:00:00-04:00,30.3,30.11,-0.62
2024-01-18 05:00:00-05:00,29.6,29.5,-0.32
2023-10-18 06:00:00-04:00,28.35,28.04,-1.09
2023-07-18 06:00:00-04:00,27.41,27.33,-0.27
2023-04-24 04:00:00-04:00,29.12,26.31,-9.64
2023-01-18 05:00:00-05:00,24.38,25.23,3.47
2022-10-19 07:00:00-04:00,22.03,23.02,4.49
2022-07-20 06:00:00-04:00,16.26,20.67,27.11
2022-04-29 08:00:00-04:00,18.13,17.55,-3.22
2022-01-29 04:00:00-05:00,17.78,14.97,-15.8
2021-10-27 07:00:00-04:00,14.53,14.36,-1.16
2021-07-27 07:00:00-04:00,11.69,12.58,7.59
2021-04-30 09:00:00-04:00,12.22,11.43,-6.46
2021-01-29 05:00:00-05:00,9.26,11.25,21.49
2020-10-30 07:00:00-04:00,5.74,9.07,58.01
2020-07-28 07:00:00-04:00,4.99,6.64,33.07
2020-04-27 06:00:00-04:00,6.81,4.34,-36.25
2020-01-14 03:00:00-05:00,18.19,18.69,2.77
