Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-04 05:00:00-05:00,,,
2025-11-14 05:00:00-05:00,14.42,13.63,-5.48
2025-08-08 11:00:00-04:00,12.64,11.89,-5.93
2025-05-12 20:00:00-04:00,18.73,16.36,-12.64
2025-02-12 03:00:00-05:00,17.41,10.45,-39.98
2024-11-26 07:00:00-05:00,20.68,23.35,12.92
2024-08-09 11:00:00-04:00,15.0,14.9,-0.67
2024-05-14 06:00:00-04:00,15.4,25.18,63.51
2024-02-13 03:00:00-05:00,13.26,14.21,7.13
2023-11-28 07:00:00-05:00,14.56,16.05,10.26
2023-08-08 10:00:00-04:00,12.5,11.9,-4.8
2023-05-11 06:00:00-04:00,11.08,13.26,19.65
2023-02-14 07:00:00-05:00,9.18,12.99,41.58
2022-11-22 09:00:00-05:00,12.6,10.72,-14.9
2022-08-02 12:00:00-04:00,8.4,8.3,-1.19
2022-05-12 09:00:00-04:00,9.2,9.23,0.33
2022-02-04 05:00:00-05:00,8.3,5.92,-28.67
2021-11-24 07:00:00-05:00,10.95,9.07,-17.17
2021-08-10 12:00:00-04:00,7.15,4.54,-36.5
2021-05-11 06:00:00-04:00,15.4,8.87,-42.4
2021-02-12 05:00:00-05:00,7.15,7.36,2.94
2020-11-25 08:00:00-05:00,5.85,9.2,57.26
2020-08-07 09:00:00-04:00,-0.3,-0.13,56.67
2020-05-13 08:00:00-04:00,8.28,4.83,-41.67
2020-02-11 08:00:00-05:00,7.52,7.38,-1.91
