Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2020-10-30 09:00:00-04:00,3.0,4.91,63.75
2020-01-21 19:00:00-05:00,2.03,2.77,36.37
2019-10-24 06:00:00-04:00,2.1,2.4,14.17
2018-09-04 10:00:00-04:00,2.74,1.96,-28.47
2018-05-21 10:00:00-04:00,2.73,2.51,-7.8
2018-01-24 04:00:00-05:00,2.28,2.56,12.28
2017-11-04 07:00:00-04:00,2.05,2.45,19.93
2017-04-27 15:00:00-04:00,1.37,1.47,7.85
2017-01-30 14:00:00-05:00,1.4,1.54,10.04
2016-07-21 11:00:00-04:00,0.7,1.37,95.71
2016-04-30 11:00:00-04:00,0.83,0.82,-0.3
2016-02-03 15:00:00-05:00,0.68,0.86,27.78
2015-04-30 09:00:00-04:00,0.65,0.76,16.92
2015-01-30 15:00:00-05:00,0.63,0.64,2.8
2014-04-26 05:00:00-04:00,0.13,0.23,86.0
2013-04-27 09:00:00-04:00,0.57,0.57,-1.32
2012-10-18 05:00:00-04:00,0.38,0.4,5.33
