Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 05:00:00-05:00,24.7,,
2025-10-31 03:00:00-04:00,17.1,59.45,247.66
2025-10-23 06:00:00-04:00,8.72,,
2025-07-24 03:00:00-04:00,26.7,19.94,-25.32
2025-04-24 05:00:00-04:00,34.1,32.94,-3.42
2025-01-27 03:00:00-05:00,20.15,57.98,187.74
2024-10-24 03:00:00-04:00,7.29,12.42,70.33
2024-07-29 07:00:00-04:00,21.65,19.19,-11.36
2024-04-25 05:00:00-04:00,25.8,37.99,47.24
2024-01-25 03:00:00-05:00,24.2,28.55,17.98
2023-10-26 04:00:00-04:00,19.4,20.6,6.19
2023-07-27 05:00:00-04:00,18.85,24.76,31.35
2023-04-27 10:00:00-04:00,18.47,15.11,-18.2
2023-01-31 10:00:00-05:00,12.65,9.16,-27.6
2022-10-17 04:00:00-04:00,6.2,-4.01,-164.71
2022-07-14 06:00:00-04:00,12.5,12.07,-3.44
2022-04-19 06:00:00-04:00,22.07,20.81,-5.69
2022-02-09 07:00:00-05:00,23.34,17.01,-27.12
2021-10-19 07:00:00-04:00,22.3,23.91,7.22
2021-07-19 07:00:00-04:00,25.0,30.24,20.96
2021-04-19 06:00:00-04:00,21.54,29.61,37.45
2021-02-11 05:00:00-05:00,22.11,33.99,53.7
2020-10-19 06:00:00-04:00,20.0,19.33,-3.35
2020-07-20 07:00:00-04:00,16.29,14.39,-11.66
2020-04-21 08:00:00-04:00,14.01,17.0,21.33
