Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-11 05:00:00-05:00,-0.58,,
2025-08-14 08:00:00-04:00,-0.64,-0.63,0.97
2025-05-30 13:00:00-04:00,-1.54,-1.01,34.31
2025-02-11 08:00:00-05:00,-1.07,-0.95,11.24
2024-11-13 07:00:00-05:00,-1.3,-1.03,20.47
2024-08-12 09:00:00-04:00,-1.78,-1.03,42.3
2024-05-16 09:00:00-04:00,-1.51,-1.57,-3.79
2024-01-29 08:00:00-05:00,-1.41,-1.59,-12.91
2023-10-26 09:00:00-04:00,-1.8,-1.79,0.56
2023-08-14 10:00:00-04:00,-1.38,-1.61,-16.3
2023-05-25 11:00:00-04:00,-2.01,-1.52,23.99
2023-02-14 10:00:00-05:00,-2.2,-2.49,-13.25
2022-11-03 09:00:00-04:00,-2.17,-1.46,32.72
2022-08-03 08:00:00-04:00,-1.97,-2.27,-15.37
2022-05-10 08:00:00-04:00,-2.27,-2.28,-0.29
2022-01-21 12:00:00-05:00,-2.24,-2.51,-12.23
2021-11-12 04:00:00-05:00,-2.42,-2.49,-2.59
2021-08-14 10:00:00-04:00,-1.91,-2.55,-33.59
2021-06-30 10:00:00-04:00,-2.14,-2.1,1.85
2021-02-13 05:00:00-05:00,-1.83,-2.17,-18.19
2020-10-29 08:00:00-04:00,-1.55,-2.24,-44.81
2020-08-06 06:00:00-04:00,-1.53,-1.93,-25.71
2020-06-30 14:00:00-04:00,-1.39,-1.93,-38.94
2020-02-13 08:00:00-05:00,-1.55,-2.02,-30.62
2019-11-14 09:00:00-05:00,-1.42,-7.01,-393.39
