Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-20 05:00:00-05:00,9.74,,
2025-10-29 05:00:00-04:00,9.43,10.86,15.23
2025-07-24 05:00:00-04:00,8.67,8.54,-1.46
2025-05-06 20:00:00-04:00,8.86,10.56,19.17
2025-01-20 04:00:00-05:00,7.7,7.82,1.51
2024-10-29 04:00:00-04:00,5.32,1.94,-63.56
2024-08-10 06:00:00-04:00,7.95,6.96,-12.48
2024-05-12 03:00:00-04:00,7.0,6.14,-12.29
2024-01-27 05:00:00-05:00,6.61,5.97,-9.68
2023-10-30 06:00:00-04:00,7.61,7.31,-3.91
2023-08-05 05:00:00-04:00,7.27,6.98,-3.95
2023-05-12 07:00:00-04:00,8.05,7.27,-9.73
2023-02-02 03:00:00-05:00,6.69,6.1,-8.81
2022-11-09 04:00:00-05:00,7.72,5.41,-29.88
2022-07-27 05:00:00-04:00,4.83,4.27,-11.66
2022-05-13 05:00:00-04:00,8.42,6.51,-22.71
2022-01-25 06:00:00-05:00,5.07,4.6,-9.21
2021-10-28 05:00:00-04:00,5.83,5.24,-10.06
2021-08-06 04:00:00-04:00,3.69,5.88,59.52
2021-06-03 05:00:00-04:00,4.28,4.76,11.13
2021-01-25 03:00:00-05:00,4.13,5.27,27.76
2020-10-28 05:00:00-04:00,3.8,3.7,-2.61
2020-06-30 10:00:00-04:00,2.25,2.27,0.87
2020-01-25 05:00:00-05:00,3.38,3.35,-0.92
2019-11-09 09:00:00-05:00,1.07,2.47,130.56
