Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-11 05:00:00-05:00,1.7,,
2025-11-13 05:00:00-05:00,0.75,0.97,29.33
2025-08-13 06:00:00-04:00,1.03,1.01,-2.26
2025-05-14 06:00:00-04:00,0.7,0.75,7.14
2025-02-12 04:00:00-05:00,1.23,0.9,-26.62
2024-11-11 05:00:00-05:00,0.87,0.79,-8.85
2024-08-09 06:00:00-04:00,0.87,0.78,-10.0
2024-05-22 06:00:00-04:00,0.7,0.51,-27.06
2024-01-31 04:00:00-05:00,1.23,1.0,-18.37
2023-10-25 06:00:00-04:00,1.0,1.09,9.0
2023-07-25 04:00:00-04:00,0.85,1.14,34.12
2023-05-17 03:00:00-04:00,2.32,0.43,-81.44
2023-02-01 03:00:00-05:00,1.96,1.34,-31.52
2022-11-08 02:00:00-05:00,2.23,1.99,-10.56
2022-07-28 02:00:00-04:00,1.88,1.83,-2.59
2022-05-30 04:00:00-04:00,1.78,1.76,-0.87
2022-02-02 03:00:00-05:00,2.48,2.08,-16.0
2021-10-20 03:00:00-04:00,1.68,1.86,10.48
2021-07-21 04:00:00-04:00,0.69,1.01,47.05
2021-06-15 05:00:00-04:00,1.63,1.58,-2.87
2021-02-03 04:00:00-05:00,1.85,1.9,2.49
2020-11-12 05:00:00-05:00,0.96,1.17,20.95
2020-09-02 04:00:00-04:00,-2.03,-1.1,45.9
2020-05-20 06:00:00-04:00,0.94,0.65,-31.02
2020-01-29 04:00:00-05:00,1.7,1.57,-7.64
