Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-14 05:00:00-05:00,2.2,,
2025-11-14 09:00:00-05:00,13.0,206.7,1490.02
2025-08-08 06:00:00-04:00,12.2,10.65,-12.7
2025-05-13 06:00:00-04:00,22.16,24.55,10.81
2025-01-29 05:00:00-05:00,15.85,14.8,-6.62
2024-11-08 05:00:00-05:00,11.47,9.71,-15.36
2024-08-01 06:00:00-04:00,16.08,14.43,-10.28
2024-05-10 06:00:00-04:00,18.26,45.59,149.67
2024-02-02 05:00:00-05:00,2.7,2.93,8.44
2023-11-02 06:00:00-04:00,2.8,3.59,28.34
2023-07-25 06:00:00-04:00,1.0,1.55,55.0
2023-05-12 07:00:00-04:00,8.51,14.66,72.24
2023-01-25 05:00:00-05:00,-0.9,1.41,256.63
2022-11-09 05:00:00-05:00,-0.51,-3.29,-540.43
2022-07-27 06:00:00-04:00,-2.73,-16.97,-520.83
2022-05-12 06:00:00-04:00,0.57,-0.83,-245.3
2022-01-31 05:00:00-05:00,-3.22,-4.18,-30.13
2021-11-01 06:00:00-04:00,-9.07,-11.59,-27.7
2021-07-26 06:00:00-04:00,-0.68,-11.63,-1601.51
2021-05-18 07:00:00-04:00,3.7,14.66,296.84
2021-01-29 05:00:00-05:00,6.65,8.94,34.56
2020-10-27 06:00:00-04:00,-5.08,-0.88,82.75
2020-07-31 16:00:00-04:00,-19.0,-23.45,-23.43
2020-06-15 08:00:00-04:00,-7.44,-19.72,-165.0
2020-01-30 05:00:00-05:00,3.42,5.0,46.25
