Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-28 05:00:00-05:00,3.78,,
2025-11-03 02:00:00-05:00,2.23,8.05,261.9
2025-07-31 04:00:00-04:00,49.9,3.47,-93.05
2025-04-29 05:00:00-04:00,3.78,3.77,-0.26
2025-01-29 02:00:00-05:00,2.36,7.14,202.54
2024-10-28 03:00:00-04:00,1.8,2.03,12.78
2024-07-31 02:00:00-04:00,2.6,2.38,-8.49
2024-05-01 03:00:00-04:00,2.7,2.48,-8.29
2024-01-31 02:00:00-05:00,3.38,2.41,-28.77
2023-11-01 03:00:00-04:00,2.88,3.03,5.09
2023-08-02 02:00:00-04:00,3.02,3.07,1.66
2023-05-02 06:00:00-04:00,2.5,3.54,41.53
2023-02-07 04:00:00-05:00,1.74,1.94,11.49
2022-10-21 04:00:00-04:00,1.2,0.76,-36.82
2022-07-19 07:00:00-04:00,2.97,5.28,77.78
2022-04-28 08:00:00-04:00,2.41,2.49,3.41
2022-02-17 08:00:00-05:00,4.96,1.82,-63.36
2021-10-26 07:00:00-04:00,2.74,2.22,-18.83
2021-07-23 08:00:00-04:00,3.22,4.41,37.11
2021-04-29 07:00:00-04:00,2.51,3.35,33.57
2021-02-18 07:00:00-05:00,2.42,2.5,3.41
2020-10-22 07:00:00-04:00,2.02,3.13,54.95
2020-07-24 07:00:00-04:00,1.31,2.28,74.49
2020-04-27 10:00:00-04:00,1.95,2.79,43.15
2020-02-20 08:00:00-05:00,3.0,2.98,-0.79
