Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-11 05:00:00-05:00,26.02,,
2025-11-06 12:00:00-05:00,26.01,32.28,24.09
2025-08-05 11:00:00-04:00,23.21,26.62,14.71
2025-05-14 12:00:00-04:00,16.87,16.87,0.01
2025-02-11 14:00:00-05:00,17.63,18.69,6.01
2024-11-07 08:00:00-05:00,16.15,18.64,15.45
2024-08-06 11:00:00-04:00,12.95,17.52,35.31
2024-05-06 11:00:00-04:00,10.8,7.86,-27.24
2024-02-07 09:00:00-05:00,9.07,13.41,47.87
2023-11-08 12:00:00-05:00,8.06,10.72,32.94
2023-08-03 12:00:00-04:00,5.95,9.9,66.44
2023-05-09 13:00:00-04:00,7.84,5.16,-34.22
2023-02-09 11:00:00-05:00,5.5,3.36,-38.86
2022-11-09 09:00:00-05:00,3.37,2.85,-15.47
2022-08-03 13:00:00-04:00,3.56,-1.96,-155.06
2022-05-18 11:00:00-04:00,11.42,-11.4,-199.79
2022-02-03 12:00:00-05:00,7.09,11.98,68.9
2021-10-27 13:00:00-04:00,7.31,-6.88,-194.14
2021-08-10 13:00:00-04:00,10.2,11.91,16.82
2021-05-12 14:00:00-04:00,7.11,10.11,42.25
2021-01-28 11:00:00-05:00,6.91,9.7,40.34
2020-11-04 12:00:00-05:00,5.79,4.64,-19.8
2020-08-06 13:00:00-04:00,4.71,2.35,-50.05
2020-05-28 14:00:00-04:00,3.29,7.13,116.96
2020-02-06 05:00:00-05:00,5.39,-12.81,-337.85
