Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-09 05:00:00-05:00,0.25,,
2025-11-07 05:00:00-05:00,0.12,0.12,-0.74
2025-08-12 06:00:00-04:00,0.13,0.08,-40.71
2025-05-30 07:00:00-04:00,0.1,0.07,-33.27
2025-02-10 05:00:00-05:00,0.15,0.09,-40.66
2024-11-12 05:00:00-05:00,0.12,0.04,-65.96
2024-08-13 06:00:00-04:00,0.09,0.03,-65.78
2024-05-22 06:00:00-04:00,0.05,0.02,-62.55
2024-02-06 05:00:00-05:00,0.14,0.06,-56.53
2023-11-06 05:00:00-05:00,0.09,0.02,-78.08
2023-08-11 06:00:00-04:00,0.11,0.02,-82.56
2023-05-24 06:00:00-04:00,0.01,0.01,-16.67
2023-02-13 05:00:00-05:00,0.14,0.03,-78.26
2022-11-01 03:00:00-04:00,0.09,0.02,-82.86
2022-08-05 08:00:00-04:00,0.09,0.02,-81.59
2022-05-27 07:00:00-04:00,0.2,0.03,-85.14
2022-02-09 07:00:00-05:00,0.11,0.1,-7.52
2021-12-01 05:00:00-05:00,0.07,0.01,-92.43
