Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-05 05:00:00-05:00,1324.8,,
2025-11-14 01:00:00-05:00,1160.2,1206.26,3.97
2025-08-12 02:00:00-04:00,1339.15,1141.74,-14.74
2025-05-06 20:00:00-04:00,830.0,1207.48,45.48
2025-02-06 02:00:00-05:00,1014.25,743.8,-26.67
2024-11-08 01:00:00-05:00,947.03,1073.84,13.39
2024-08-08 03:00:00-04:00,984.77,1326.41,34.69
2024-05-03 03:00:00-04:00,1154.5,894.93,-22.48
2024-02-09 01:00:00-05:00,1174.75,1197.83,1.96
2023-11-03 03:00:00-04:00,1419.4,1348.53,-4.99
2023-08-03 03:00:00-04:00,956.0,1370.98,43.41
2023-05-03 03:00:00-04:00,599.1,778.88,30.01
2023-02-09 02:00:00-05:00,480.3,399.0,-16.93
2022-11-08 01:00:00-05:00,422.55,292.33,-30.82
2022-08-09 02:00:00-04:00,226.75,264.94,16.84
2022-05-10 03:00:00-04:00,348.07,369.66,6.2
2022-02-10 01:00:00-05:00,571.7,343.89,-39.85
2021-11-09 01:00:00-05:00,504.3,432.39,-14.26
2021-08-09 02:00:00-04:00,263.4,380.39,44.42
2021-06-07 03:00:00-04:00,913.4,748.05,-18.1
2021-02-11 02:00:00-05:00,948.4,1206.56,27.22
2020-11-06 02:00:00-05:00,771.3,950.27,23.2
2020-08-14 03:00:00-04:00,-260.5,40.21,115.44
2020-06-29 03:00:00-04:00,423.3,1578.51,272.91
2020-02-10 03:00:00-05:00,754.61,557.94,-26.06
