Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2023-05-30 05:00:00-04:00,6.6,8.09,22.5
2023-01-30 07:00:00-05:00,5.08,8.78,73.0
2021-11-10 03:00:00-05:00,2.7,3.35,23.89
2021-08-12 04:00:00-04:00,2.95,2.78,-5.88
