Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-02-05 05:00:00-05:00,4.28,,
2025-11-12 03:00:00-05:00,17.8,4.07,-77.13
2025-08-08 04:00:00-04:00,4.05,4.0,-1.28
2025-05-27 03:00:00-04:00,4.21,3.93,-6.73
2025-02-05 03:00:00-05:00,3.91,4.83,23.49
2024-11-08 02:00:00-05:00,3.81,3.0,-21.15
2024-08-09 03:00:00-04:00,3.53,3.58,1.4
2024-05-16 07:00:00-04:00,3.23,3.44,6.41
2024-02-13 03:00:00-05:00,3.19,3.3,3.54
2023-11-07 02:00:00-05:00,3.03,3.3,8.93
2023-08-11 00:00:00-04:00,3.09,3.09,-0.02
2023-05-26 04:00:00-04:00,2.94,3.05,3.97
2023-02-10 09:00:00-05:00,2.68,2.96,10.55
2022-11-11 06:00:00-05:00,2.48,2.6,4.82
2022-08-12 03:00:00-04:00,2.13,2.3,7.76
2022-05-27 12:00:00-04:00,2.0,1.86,-6.65
2022-01-28 12:00:00-05:00,1.9,2.02,6.11
2021-11-14 11:00:00-05:00,1.63,1.9,16.25
2021-08-14 10:00:00-04:00,1.52,1.56,2.3
2021-06-21 00:00:00-04:00,1.45,1.07,-25.71
2021-02-12 09:00:00-05:00,1.12,1.08,-3.4
2020-11-10 10:00:00-05:00,1.25,0.81,-35.43
2020-09-07 11:00:00-04:00,0.88,1.35,53.11
2020-06-22 11:00:00-04:00,1.56,-0.49,-131.5
2020-02-12 02:00:00-05:00,1.47,1.47,0.19
