Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-01-29 05:00:00-05:00,4.19,,
2025-11-13 04:00:00-05:00,2.77,1.03,-62.86
2025-08-08 06:00:00-04:00,7.09,4.25,-40.06
2025-05-06 20:00:00-04:00,8.16,7.28,-10.78
2025-01-29 06:00:00-05:00,4.91,3.99,-18.73
2024-10-29 06:00:00-04:00,4.11,4.05,-1.37
2024-08-11 22:00:00-04:00,7.76,10.1,30.23
2024-05-07 08:00:00-04:00,5.88,3.52,-40.17
2024-01-30 08:00:00-05:00,2.41,-0.92,-138.13
2023-10-19 09:00:00-04:00,3.03,1.11,-63.38
2023-08-11 08:00:00-04:00,5.16,3.91,-24.29
2023-04-26 09:00:00-04:00,4.7,4.35,-7.36
2023-02-09 05:00:00-05:00,3.06,0.82,-73.3
2022-11-01 06:00:00-04:00,2.53,2.94,16.14
2022-08-02 08:00:00-04:00,6.06,3.29,-45.68
2022-05-05 10:00:00-04:00,7.06,5.52,-21.82
2022-02-11 07:00:00-05:00,3.86,2.9,-24.91
2021-10-29 03:00:00-04:00,3.39,3.13,-7.55
2021-08-06 02:00:00-04:00,4.76,3.68,-22.75
2021-05-12 04:00:00-04:00,5.27,7.18,36.25
2021-02-12 01:00:00-05:00,2.88,3.87,34.2
2020-11-06 02:00:00-05:00,2.59,2.37,-8.57
2020-08-14 04:00:00-04:00,2.0,2.45,22.5
2020-05-29 09:00:00-04:00,5.0,4.84,-3.21
2020-02-07 03:00:00-05:00,3.77,2.63,-30.19
